person_income,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,loan_status
90000,12000,6.92,0.13,5,0
35000,12500,15.65,0.36,8,1
90000,12000,12.98,0.13,6,0
90000,6000,5.42,0.07,7,0
36500,12500,10.25,0.34,8,1
90000,14500,6.54,0.16,10,0
90000,3000,9.25,0.03,9,0
90000,16500,12.61,0.18,6,0
90000,9000,15.58,0.1,6,0
90000,5325,7.88,0.06,10,0
90000,12000,11.49,0.13,7,0
90000,15000,7.88,0.17,6,0
90000,25000,11.86,0.28,6,0
90000,10000,7.14,0.11,10,0
90000,5000,13.61,0.06,7,0
36000,2800,16.0,0.08,9,1
39600,2800,16.77,0.07,7,1
90000,10000,7.14,0.11,5,0
90000,13600,16.32,0.15,7,0
46080,2800,17.56,0.06,10,0
90000,25000,11.36,0.28,9,0
47000,2800,6.99,0.06,7,0
90000,5000,6.76,0.06,5,0
90000,24250,10.62,0.27,7,0
48000,2800,7.49,0.06,5,0
90000,5500,10.25,0.06,9,0
49548,2800,12.84,0.06,5,0
78000,24000,10.25,0.31,8,1
66300,20000,17.56,0.26,8,1
90000,21000,11.36,0.23,8,0
90000,12000,13.48,0.13,10,0
35000,4200,12.99,0.12,7,0
50000,2800,11.86,0.06,8,0
90000,12000,12.73,0.13,9,0
35000,6000,11.99,0.17,10,0
58800,2800,12.69,0.05,10,1
35000,2000,13.99,0.06,8,0
67000,2800,13.04,0.04,10,0
90000,17600,16.35,0.2,5,0
90000,8000,12.53,0.09,7,0
90000,5000,12.87,0.06,10,0
90000,4200,8.94,0.05,5,0
90000,8400,12.87,0.09,8,0
90000,12000,13.92,0.13,6,0
90000,10000,8.94,0.11,7,0
78000,24000,11.83,0.31,7,1
16800,2750,14.84,0.16,10,1
90000,20500,14.96,0.23,8,0
37000,2750,9.99,0.07,5,0
57120,2750,10.37,0.05,5,0
78000,20000,14.26,0.26,10,1
90000,20000,16.7,0.22,9,0
27000,2725,9.63,0.1,6,0
44000,2725,12.18,0.06,7,1
52000,2725,11.66,0.05,8,0
90000,10000,12.21,0.11,10,0
15000,2700,12.69,0.18,5,1
90000,25000,11.58,0.28,6,0
90000,13000,11.89,0.14,10,0
90000,10000,12.53,0.11,8,0
15000,2700,7.29,0.18,5,1
90000,20000,12.53,0.22,5,0
66300,12000,14.11,0.15,6,1
78000,12000,16.95,0.15,7,1
18000,2700,12.61,0.15,9,0
90000,4000,8.0,0.04,6,0
78000,18000,9.38,0.23,6,1
90000,7500,10.71,0.08,5,0
90000,20000,14.82,0.22,8,0
90000,10000,8.63,0.11,5,0
90000,12000,8.32,0.13,8,0
90000,22000,11.03,0.24,5,0
35004,2700,13.49,0.08,5,0
40560,2700,10.0,0.07,8,0
90080,5500,7.49,0.06,7,0
78111,25000,7.51,0.32,7,1
40800,2700,11.71,0.07,7,0
90301,15000,13.47,0.17,6,0
78305,10000,14.59,0.13,7,1
90400,9500,10.37,0.11,6,0
45000,2700,9.91,0.06,6,0
90522,12000,6.91,0.13,9,0
90636,17000,13.85,0.19,5,0
90700,20000,6.91,0.22,8,0
90722,18000,10.99,0.2,5,0
90722,10000,6.91,0.11,8,0
91000,18500,12.42,0.2,7,0
91000,13600,12.42,0.15,7,0
91000,11525,7.49,0.13,7,0
91000,7000,6.99,0.08,6,0
91000,5600,10.99,0.06,8,0
91000,3000,5.99,0.03,8,0
10000,2650,7.4,0.27,9,1
91000,4000,7.29,0.04,9,0
91000,21000,13.35,0.23,6,0
48000,2650,11.26,0.06,6,0
91000,14700,7.88,0.16,6,0
91000,15000,9.88,0.16,9,0
15000,2600,16.29,0.17,10,1
91000,10000,8.59,0.11,9,0
67150,13000,16.0,0.16,6,1
91080,15600,15.7,0.17,9,0
28000,2600,10.08,0.09,7,0
91200,2000,11.49,0.02,8,0
79200,9000,8.49,0.11,8,1
30996,2600,14.74,0.08,5,1
79200,25000,15.58,0.32,5,1
32000,2600,13.49,0.08,8,0
91224,15000,7.88,0.16,10,0
37000,2600,9.25,0.07,7,0
91384,1600,10.25,0.02,5,0
34000,2600,15.62,0.08,9,1
35000,3000,10.62,0.09,8,0
40792,2600,12.53,0.06,9,0
91560,22000,6.91,0.24,8,0
91644,5000,11.03,0.05,7,0
38420,2575,15.96,0.07,7,1
25200,2550,14.27,0.1,5,0
92000,14000,6.03,0.15,8,0
35000,10000,12.87,0.29,8,0
66000,2550,11.36,0.04,10,0
27000,2525,12.21,0.09,7,0
40500,12500,13.61,0.31,7,1
92000,12000,6.99,0.13,8,0
92000,24000,11.49,0.26,7,0
92000,12000,6.62,0.13,6,0
42096,12500,11.11,0.3,5,0
92000,14400,6.99,0.16,10,0
92000,3500,5.79,0.04,6,0
14400,2500,10.0,0.17,5,1
92000,16000,11.11,0.17,7,0
92000,20000,13.06,0.22,10,0
92000,12000,5.79,0.13,5,0
14400,2500,18.3,0.17,7,1
92000,6000,11.86,0.07,9,0
92000,6000,6.76,0.07,9,0
92000,10000,7.51,0.11,10,0
68000,24500,18.3,0.31,6,1
92000,18000,11.48,0.2,7,0
92000,10000,11.26,0.11,9,0
92000,9000,9.63,0.1,8,0
15889,2500,6.62,0.16,9,1
16560,2500,6.99,0.15,10,0
17040,2500,7.51,0.15,10,0
18000,2500,14.74,0.14,8,1
92004,10000,9.63,0.11,6,0
19968,2500,9.62,0.13,6,1
92004,7000,9.63,0.08,8,0
20000,2500,12.53,0.13,10,0
68255,17500,17.93,0.22,10,1
34800,10000,12.99,0.29,9,0
48000,12500,15.95,0.26,7,0
92508,13000,7.14,0.14,5,0
34800,9500,7.51,0.27,10,0
92700,24000,6.91,0.26,8,0
92800,12500,9.63,0.13,9,0
58000,12500,11.71,0.22,7,0
93000,7000,5.42,0.08,8,0
93000,18000,15.23,0.19,9,0
93000,20000,13.49,0.22,10,0
34500,10000,9.63,0.29,7,0
93000,10000,5.42,0.11,10,0
93000,3000,8.49,0.03,8,0
93000,15000,12.99,0.16,10,0
93000,21000,10.74,0.23,10,0
93000,13000,7.51,0.14,6,0
93000,20000,16.82,0.22,8,0
70004,12500,8.88,0.18,7,0
93000,16000,13.57,0.17,10,0
93000,22500,11.83,0.24,9,0
80000,12500,11.71,0.16,7,0
101877,12500,11.99,0.12,7,0
93132,2500,5.99,0.03,6,0
130000,12500,9.99,0.1,6,0
150000,12500,14.35,0.08,8,0
93600,16000,11.58,0.17,5,0
54000,12700,11.71,0.24,7,1
94000,10000,14.27,0.11,6,0
94000,4800,10.99,0.05,5,0
94000,10000,7.49,0.11,9,0
35000,12800,10.0,0.37,7,1
30000,12800,14.79,0.43,9,1
94000,3000,5.42,0.03,10,0
38000,12800,5.79,0.34,8,1
94000,15000,6.54,0.16,5,0
94000,15000,9.88,0.16,10,0
94000,10000,7.51,0.11,7,0
44640,12800,11.83,0.29,9,0
46000,12800,13.48,0.28,8,0
94104,14400,14.27,0.15,7,0
94500,12000,6.62,0.13,7,0
70125,25000,15.33,0.3,9,1
94500,10000,14.26,0.11,5,0
94700,8000,7.49,0.08,7,0
62000,12800,9.62,0.21,7,0
62000,12800,13.16,0.21,5,0
94896,3500,11.89,0.04,7,0
65000,12800,15.2,0.2,8,0
65000,12800,9.45,0.2,10,0
70000,12800,13.57,0.18,6,0
69000,12800,15.7,0.19,5,1
75000,12800,14.74,0.17,9,0
80000,12800,18.67,0.16,6,0
85000,12800,10.75,0.15,7,0
104000,12800,7.29,0.12,7,0
95000,15000,9.91,0.16,7,0
95000,3500,6.03,0.04,7,0
95000,5000,6.03,0.05,5,0
95000,4800,11.71,0.05,10,0
95000,20000,10.65,0.21,5,0
95000,23450,7.9,0.25,5,0
95000,18000,11.71,0.19,9,0
95000,4800,10.99,0.05,8,0
95000,13200,12.99,0.14,8,0
96000,12900,14.79,0.13,9,0
95000,21000,11.99,0.22,5,0
50000,13000,10.25,0.26,8,0
95000,6000,15.99,0.06,7,0
95000,25000,10.99,0.26,5,0
44500,13000,16.32,0.29,6,1
46000,13000,14.59,0.28,9,1
95000,4000,5.99,0.04,9,0
95000,5600,11.63,0.06,5,0
52809,13000,10.62,0.25,9,0
95000,5000,6.99,0.05,10,0
55000,13000,10.99,0.24,8,0
55000,13000,8.88,0.24,6,0
95000,3600,8.49,0.04,10,0
95000,15000,12.68,0.16,9,0
33600,8000,16.02,0.24,7,0
95000,11000,13.06,0.12,9,0
95000,8500,5.79,0.09,6,0
95000,11200,7.29,0.12,8,0
57996,13000,13.92,0.22,7,0
58000,13000,11.58,0.22,7,0
70550,18000,19.74,0.22,10,1
95000,12000,7.29,0.13,6,0
59000,13000,11.49,0.22,10,0
54000,13000,15.23,0.24,9,1
95000,18000,11.11,0.19,8,0
95000,8000,5.79,0.08,10,0
61211,13000,6.54,0.21,9,0
95000,2400,13.72,0.03,9,0
95000,9000,5.42,0.09,7,0
62496,13000,10.37,0.21,8,0
64000,13000,10.99,0.2,9,0
64000,13000,13.11,0.2,10,0
95000,25000,9.62,0.26,8,0
95000,20000,6.54,0.21,9,0
95000,25000,11.12,0.26,6,0
95000,15000,11.49,0.16,10,0
95000,5000,7.51,0.05,5,0
95000,4000,7.14,0.04,10,0
95000,5000,7.88,0.05,7,0
95000,8000,14.84,0.08,9,0
95000,5000,7.51,0.05,10,0
95000,12000,13.11,0.13,9,0
95000,18000,7.88,0.19,10,0
95000,4500,10.99,0.05,7,0
65004,13000,12.53,0.2,6,0
95000,9000,7.88,0.09,9,0
61000,13000,10.59,0.21,8,1
95000,18000,13.48,0.19,9,0
67000,13000,13.06,0.19,10,0
95000,10000,7.51,0.11,9,0
95000,15000,11.14,0.16,5,0
70000,13000,12.18,0.19,7,0
95000,12000,8.94,0.13,5,0
66996,13000,15.2,0.19,9,1
76000,13000,10.25,0.17,8,0
78000,13000,12.87,0.17,10,0
95000,25000,10.08,0.26,6,0
95000,24000,12.92,0.25,5,0
84000,13000,12.53,0.15,7,0
95004,15000,7.51,0.16,9,0
95004,25000,16.07,0.26,8,0
90000,13000,9.32,0.14,9,0
95142,12000,14.84,0.13,9,0
95200,15000,5.99,0.16,8,0
83234,10000,18.25,0.12,9,1
92250,13000,10.99,0.14,9,0
95500,20000,15.95,0.21,6,0
95680,17000,7.88,0.18,7,0
95827,16000,14.5,0.17,7,0
96000,18000,13.49,0.19,7,0
96000,7000,6.62,0.07,6,0
84000,15200,15.27,0.18,7,1
96000,11250,17.58,0.12,5,0
96000,12500,19.03,0.13,5,0
33736,13600,13.57,0.4,9,1
96000,7000,6.03,0.07,10,0
96000,6000,12.69,0.06,10,0
84000,3000,15.99,0.04,6,1
96000,9600,5.99,0.1,10,0
96000,2500,12.99,0.03,10,0
96000,6000,5.42,0.06,7,0
80000,13600,12.42,0.17,9,0
96000,12000,11.99,0.13,6,0
33000,2000,13.98,0.06,6,0
96000,14000,7.49,0.15,10,0
96000,9000,7.49,0.09,7,0
33000,5000,14.96,0.15,6,0
96000,10000,9.99,0.1,6,0
96000,8000,6.99,0.08,10,0
88000,13600,7.9,0.15,6,0
71400,8000,8.49,0.1,10,1
96000,4000,10.99,0.04,8,0
44000,13650,10.65,0.31,5,1
96000,11200,5.42,0.12,9,0
96000,3000,9.63,0.03,7,0
33000,7500,15.31,0.23,6,0
96000,10000,7.66,0.1,7,0
96000,8000,13.72,0.08,9,0
57936,13650,14.42,0.24,10,1
96000,8000,14.09,0.08,9,0
96000,12000,9.99,0.13,7,0
96000,3000,11.49,0.03,7,0
30000,13750,12.73,0.46,9,1
42000,13750,11.36,0.33,8,1
96000,5600,15.21,0.06,8,0
80000,13750,16.7,0.17,6,0
33036,13800,13.47,0.42,5,1
55000,13800,11.83,0.25,6,0
96000,4500,6.76,0.05,10,0
51600,13800,13.57,0.27,6,1
96000,6000,11.49,0.06,6,0
96000,22500,11.36,0.23,5,0
32500,5000,6.62,0.15,8,0
96000,17000,10.62,0.18,10,0
96000,12000,12.73,0.13,5,0
96000,12000,9.88,0.13,5,0
84000,8000,14.96,0.1,5,1
32496,9200,11.86,0.28,8,0
41400,14000,13.48,0.34,6,1
96000,15000,13.47,0.16,6,0
42000,14000,9.88,0.33,5,1
42000,14000,15.7,0.33,8,1
84000,20000,12.29,0.24,8,1
84000,25000,17.34,0.3,5,1
42900,14000,11.14,0.33,5,1
84000,20000,11.54,0.24,6,1
96120,15000,10.0,0.16,9,0
96300,18000,13.98,0.19,9,0
96339,15000,11.36,0.16,7,0
37000,14000,14.42,0.38,10,1
43738,14000,7.88,0.32,6,1
45000,14000,12.69,0.31,5,1
39000,14000,7.9,0.36,8,1
45000,14000,7.91,0.31,5,1
96713,7000,8.0,0.07,6,0
96996,1500,10.95,0.02,10,0
45000,14000,13.06,0.31,6,1
97000,5000,13.49,0.05,9,0
45000,14000,9.76,0.31,9,1
97000,10000,14.65,0.1,8,0
97000,6000,7.49,0.06,10,0
97000,12000,8.49,0.12,5,0
97000,12000,7.66,0.12,6,0
97000,12000,6.91,0.12,7,0
97000,3600,9.25,0.04,7,0
97000,20000,6.17,0.21,8,0
72250,10000,14.83,0.12,6,1
46900,14000,14.27,0.3,5,0
97000,10000,12.23,0.1,5,0
97000,16000,8.88,0.16,10,0
48880,14000,10.65,0.29,9,0
97000,25000,16.32,0.26,5,0
48996,14000,13.23,0.29,8,0
97000,12000,11.83,0.12,5,0
97000,14600,15.65,0.15,9,0
97000,25000,16.0,0.26,6,0
97000,5500,12.18,0.06,9,0
72250,25000,17.03,0.29,5,1
50000,14000,6.54,0.28,6,0
97192,6500,7.29,0.07,10,0
32000,12375,9.91,0.39,7,0
50000,14000,6.54,0.28,8,0
97200,20000,12.29,0.21,9,0
97296,6500,12.42,0.07,8,0
44000,14000,19.04,0.32,10,1
50000,14000,10.62,0.28,9,0
44000,14000,15.65,0.32,7,1
50000,14000,13.79,0.28,6,0
97500,8000,5.42,0.08,9,0
97500,6000,7.51,0.06,9,0
98000,5000,15.96,0.05,7,0
98000,16000,6.03,0.16,5,0
98000,10000,12.69,0.1,7,0
98000,1825,14.27,0.02,6,0
98000,5100,6.03,0.05,6,0
98000,16000,10.99,0.16,5,0
47400,14000,14.42,0.3,7,1
86000,15000,16.4,0.17,5,1
86000,20000,13.43,0.23,5,1
86000,23000,6.17,0.27,7,1
98000,12000,8.88,0.12,7,0
98000,17000,8.88,0.17,5,0
86000,3600,13.98,0.04,5,1
98000,15000,11.36,0.15,7,0
98000,14000,10.25,0.14,5,0
98000,5000,7.14,0.05,5,0
48000,14000,13.79,0.29,10,1
98000,25000,11.83,0.26,10,0
98000,1000,7.74,0.01,9,0
32000,2100,6.91,0.07,5,0
98000,3500,7.68,0.04,10,0
55000,14000,11.48,0.25,7,0
55000,14000,11.58,0.25,6,0
98004,4000,10.99,0.04,9,0
98056,6000,8.88,0.06,10,0
98080,20000,8.88,0.2,9,0
86260,18000,13.72,0.21,7,1
98300,5000,12.23,0.05,10,0
98300,15000,7.88,0.15,5,0
98320,10425,11.49,0.11,9,0
98400,1500,5.42,0.02,5,0
98400,20000,14.84,0.2,9,0
98406,5400,9.38,0.05,6,0
56000,14000,10.65,0.25,7,0
98480,2500,15.96,0.03,10,0
98736,9000,11.89,0.09,6,0
57600,14000,7.29,0.24,8,0
99000,4500,5.42,0.05,9,0
58000,14000,6.62,0.24,5,0
99000,3000,10.99,0.03,9,0
59004,14000,15.28,0.24,10,0
99000,5000,6.92,0.05,8,0
99000,24000,11.36,0.24,7,0
99000,9000,7.14,0.09,8,0
99000,6000,10.25,0.06,5,0
99000,18000,9.76,0.18,7,0
60000,14000,7.51,0.23,8,0
99300,7500,5.79,0.08,7,0
99400,6000,6.92,0.06,7,0
99518,6500,5.99,0.07,6,0
99600,5000,11.86,0.05,8,0
99780,6000,11.14,0.06,8,0
99800,8000,7.14,0.08,9,0
99996,10000,5.42,0.1,8,0
74797,4800,18.79,0.05,7,1
99996,6000,11.11,0.06,7,0
74797,10000,15.58,0.11,6,1
99996,7000,7.14,0.07,9,0
99996,9800,7.14,0.1,8,0
74797,15000,15.33,0.17,10,1
62400,14000,10.99,0.22,10,0
99996,3000,12.84,0.03,10,0
56500,14000,13.87,0.25,8,1
63000,14000,6.91,0.22,5,0
88000,5000,8.9,0.06,9,1
100000,5000,15.96,0.05,8,0
100000,10000,16.77,0.1,10,0
100000,2000,14.27,0.02,5,0
66000,14000,12.99,0.21,8,0
66996,14000,12.84,0.21,8,0
68000,14000,12.61,0.21,8,0
31200,6000,11.71,0.19,6,0
31200,4350,5.99,0.14,5,0
69000,14000,6.03,0.2,10,0
100000,7600,6.03,0.08,9,0
100000,12000,6.03,0.12,6,0
100000,12000,8.9,0.12,10,0
100000,5000,12.69,0.05,7,0
100000,10000,6.62,0.1,8,0
100000,15000,11.71,0.15,9,0
100000,7000,8.9,0.07,10,0
100000,9000,10.99,0.09,8,0
73000,14000,14.59,0.19,8,0
100000,6000,9.99,0.06,7,0
31200,6000,14.35,0.19,7,0
100000,4000,7.49,0.04,8,0
100000,6000,10.99,0.06,6,0
75000,14000,12.69,0.19,7,0
100000,8000,6.99,0.08,7,0
100000,18000,13.99,0.18,6,0
100000,12025,13.49,0.12,9,0
100000,19000,8.49,0.19,9,0
100000,12000,5.42,0.12,7,0
100000,16000,16.49,0.16,9,0
100000,5000,5.42,0.05,8,0
75000,14000,9.63,0.19,7,0
100000,10000,14.79,0.1,6,0
76254,14000,10.38,0.18,5,0
88000,17600,13.49,0.2,10,1
100000,12000,7.49,0.12,6,0
100000,15000,10.59,0.15,10,0
100000,10000,7.49,0.1,6,0
76500,14000,11.49,0.18,10,0
100000,12000,10.99,0.12,8,0
78000,14000,9.63,0.18,9,0
80000,14000,14.27,0.17,7,0
100000,6000,7.66,0.06,5,0
100000,15000,10.0,0.15,7,0
100000,12800,6.92,0.13,8,0
80000,14000,5.42,0.17,9,0
100000,1800,9.63,0.02,8,0
80000,14000,14.91,0.17,5,0
100000,6400,7.29,0.06,9,0
100000,8000,7.29,0.08,8,0
100000,4500,5.42,0.04,10,0
100000,9500,5.79,0.1,8,0
31000,12000,12.73,0.39,6,0
100000,16000,13.43,0.16,5,0
100000,10000,6.92,0.1,7,0
100000,9950,5.42,0.1,7,0
84000,14000,12.42,0.17,6,0
31000,1000,7.4,0.03,8,0
31000,12500,8.94,0.4,8,0
100000,20000,12.68,0.2,6,0
85000,14000,14.65,0.16,9,0
85000,14000,5.42,0.16,5,0
100000,9000,18.25,0.09,6,0
85332,14000,14.22,0.16,7,0
31000,2500,8.38,0.08,9,0
100000,16000,6.54,0.16,5,0
31000,4275,10.28,0.14,7,0
100000,6575,5.79,0.07,6,0
100000,13000,12.61,0.13,7,0
100000,4800,5.79,0.05,9,0
93000,14000,13.16,0.15,6,0
100000,10000,6.17,0.1,9,0
100000,20000,6.54,0.2,5,0
100000,20000,6.17,0.2,7,0
100000,15000,6.17,0.15,10,0
100000,10000,5.42,0.1,8,0
100000,12000,6.91,0.12,10,0
100000,8000,13.98,0.08,6,0
100000,11000,13.61,0.11,8,0
100000,13000,7.88,0.13,9,0
100000,14000,10.62,0.14,8,0
103560,14000,17.56,0.14,5,0
105000,14000,11.49,0.13,6,0
100000,25000,13.23,0.25,8,0
100000,20500,18.67,0.2,7,0
100000,8000,11.86,0.08,7,0
100000,13000,15.33,0.13,6,0
100000,6000,7.14,0.06,10,0
88000,20000,13.48,0.23,10,1
100000,11000,7.51,0.11,5,0
88000,16000,16.45,0.18,8,1
110400,14000,16.89,0.13,6,1
125000,14000,9.63,0.11,6,0
100000,24000,10.25,0.24,6,0
100000,12000,7.88,0.12,8,0
100000,7000,9.88,0.07,10,0
100000,1000,6.76,0.01,6,0
100000,20000,13.48,0.2,6,0
100000,13000,8.59,0.13,5,0
100000,18000,13.92,0.18,9,0
138000,14000,7.9,0.1,8,1
100000,25000,12.18,0.25,10,0
100000,15000,11.14,0.15,9,0
100000,15800,11.14,0.16,6,0
100000,24000,11.48,0.24,9,0
100000,20000,13.57,0.2,9,0
100000,10000,8.59,0.1,7,0
100000,5300,11.14,0.05,5,0
48000,14100,13.49,0.29,5,0
100000,20000,11.48,0.2,5,0
83203,14100,6.03,0.17,8,0
100000,20000,14.61,0.2,10,0
31897,14125,12.68,0.44,10,1
100000,10000,12.84,0.1,5,0
100000,15000,9.63,0.15,7,0
88000,10000,14.11,0.11,6,1
34800,14125,10.37,0.41,8,1
36500,14125,8.9,0.39,7,1
100000,2000,8.0,0.02,5,0
100000,13500,9.38,0.14,9,0
100000,10000,12.09,0.1,9,0
39000,14125,8.49,0.36,5,1
100000,7500,11.59,0.07,6,0
100000,7000,10.08,0.07,10,0
100000,25000,10.39,0.25,8,0
40000,14150,12.69,0.35,7,1
100000,12000,15.76,0.12,6,0
30000,8875,14.27,0.3,8,0
100000,15000,12.04,0.15,5,0
100000,12000,9.96,0.12,10,0
100000,5000,8.07,0.05,10,0
88296,15000,15.88,0.17,8,1
30000,14300,10.39,0.48,6,1
100500,15000,14.65,0.15,6,0
31800,14400,10.75,0.45,7,1
100596,25000,10.59,0.25,8,0
100800,22000,12.42,0.22,7,0
36000,14400,10.62,0.4,6,1
100843,2800,12.87,0.03,5,0
88970,20000,11.99,0.22,6,1
101000,5000,9.91,0.05,5,0
101000,8000,11.49,0.08,5,0
101000,3375,14.79,0.03,8,0
101000,5000,7.49,0.05,7,0
101000,18000,8.49,0.18,6,0
38000,14400,8.94,0.38,7,1
101000,12000,12.18,0.12,8,0
43000,14400,6.99,0.33,10,1
101000,15000,8.94,0.15,9,0
101000,12000,9.63,0.12,7,0
101000,6000,8.32,0.06,9,0
101004,11025,7.9,0.11,5,0
30000,4000,7.49,0.13,5,0
75905,18000,17.26,0.2,8,1
101400,4500,9.32,0.04,5,0
101416,15000,12.87,0.15,8,0
44500,14400,13.61,0.32,10,1
45000,14400,7.29,0.32,9,1
90000,4800,8.9,0.05,5,1
102000,15000,15.62,0.15,8,0
102000,8700,12.99,0.09,9,0
102000,16000,11.99,0.16,5,0
102000,10000,5.99,0.1,10,0
102000,6000,7.49,0.06,9,0
58000,14400,9.91,0.25,5,0
102000,12250,7.66,0.12,8,0
102000,4000,7.88,0.04,10,0
102000,6000,7.88,0.06,9,0
65000,14400,11.14,0.22,5,0
102000,10000,12.18,0.1,7,0
68000,14400,8.59,0.21,5,0
102000,7200,11.26,0.07,8,0
102000,15000,12.84,0.15,7,0
102000,10000,9.63,0.1,9,0
102000,18000,9.33,0.18,7,0
102058,15000,13.92,0.15,8,0
102368,11000,11.14,0.11,8,0
73500,14400,12.98,0.2,6,0
102400,25000,15.57,0.24,10,0
102489,25000,12.18,0.24,7,0
102500,8000,10.59,0.08,6,0
102500,9000,11.49,0.09,6,0
102500,6000,5.79,0.06,8,0
102540,1500,7.9,0.01,5,0
75000,14400,11.36,0.19,7,0
102672,10000,7.9,0.1,10,0
103000,14000,9.91,0.14,7,0
103000,24000,7.49,0.23,10,0
103000,6000,7.49,0.06,8,0
103000,6400,7.49,0.06,9,0
103000,5000,5.42,0.05,5,0
103000,3525,5.42,0.03,8,0
103000,4500,7.29,0.04,6,0
103000,8800,7.29,0.09,8,0
103000,10000,7.51,0.1,10,0
79820,14400,13.49,0.18,6,0
103000,16000,10.62,0.16,7,0
84000,14400,11.99,0.17,6,0
103200,9000,9.88,0.09,6,0
85000,14400,8.49,0.17,10,0
103500,24150,14.61,0.23,9,0
85000,14400,9.07,0.17,8,0
103800,10000,14.27,0.1,8,0
103992,18000,10.99,0.17,7,0
104000,10000,10.65,0.1,9,0
104000,18000,7.66,0.17,7,0
104000,3500,10.74,0.03,6,0
30000,10000,6.17,0.33,5,0
100000,14400,13.35,0.14,7,0
100000,14400,13.85,0.14,9,0
92000,7750,14.22,0.08,6,1
104000,17000,14.82,0.16,7,0
104525,6000,7.4,0.06,8,0
105000,26000,7.51,0.25,10,0
105000,5000,14.65,0.05,9,0
105000,26375,9.91,0.25,9,0
105000,12000,6.62,0.11,7,0
35000,14500,13.98,0.41,8,1
105000,10000,5.99,0.1,8,0
105000,12000,6.99,0.11,5,0
30000,14500,11.14,0.48,8,1
105000,3000,5.99,0.03,6,0
40581,14500,13.23,0.36,10,1
105000,12100,5.99,0.12,6,0
105000,11000,7.49,0.1,5,0
105000,3000,10.37,0.03,7,0
79050,24000,18.62,0.26,8,1
105000,5000,5.42,0.05,7,0
105000,12000,9.63,0.11,10,0
105000,25000,12.23,0.24,5,0
105000,20000,6.91,0.19,8,0
30000,2950,10.75,0.1,7,0
105000,24000,6.17,0.23,6,0
105000,20000,6.54,0.19,9,0
30000,1800,14.84,0.06,5,0
79050,12750,15.95,0.14,10,1
105000,10000,7.51,0.1,7,0
105000,6000,14.72,0.06,10,0
105000,25000,11.12,0.24,9,0
105000,12000,7.88,0.11,7,0
30000,2500,11.36,0.08,9,0
105000,17000,10.25,0.16,10,0
76000,14500,12.73,0.19,10,0
105000,15400,11.36,0.15,10,0
105000,12000,7.88,0.11,6,0
105000,13000,10.25,0.12,9,0
76113,14500,12.61,0.19,7,1
105000,20000,11.83,0.19,5,0
90000,14500,14.65,0.16,9,0
105000,7000,7.74,0.07,10,0
30000,8000,15.7,0.27,10,0
105000,20000,11.48,0.19,6,0
30000,10000,7.88,0.33,5,0
105000,5000,12.53,0.05,9,0
105000,19000,12.21,0.18,6,0
105000,15000,14.42,0.14,5,0
105000,5150,12.41,0.05,9,0
105600,10000,7.29,0.09,6,0
93900,24000,16.08,0.26,6,1
106000,4000,11.71,0.04,6,0
106000,15000,15.96,0.14,8,0
106000,6000,8.49,0.06,8,0
106000,7200,7.29,0.07,8,0
106000,12000,5.79,0.11,8,0
106000,2400,9.63,0.02,6,0
106000,24000,13.8,0.23,10,0
106000,15000,7.88,0.14,7,0
106000,9000,7.88,0.08,6,0
106000,6000,10.99,0.06,7,0
106000,16000,14.96,0.15,9,0
31200,15000,11.83,0.48,9,1
106358,13125,7.66,0.12,7,0
30000,5000,12.53,0.17,6,0
106369,8325,6.99,0.08,10,0
106369,18000,6.17,0.17,9,0
106800,8000,6.92,0.07,9,0
32000,15000,12.42,0.47,5,1
107000,25000,10.99,0.23,5,0
32960,15000,6.91,0.46,5,1
107000,10800,9.63,0.1,5,0
107000,2500,10.78,0.02,6,0
107000,11500,8.38,0.11,10,0
107004,4200,11.71,0.04,8,0
107004,12000,13.79,0.11,10,0
33600,2000,11.71,0.06,9,0
107364,8000,6.76,0.07,9,0
107400,25000,15.21,0.23,10,0
107800,5200,14.65,0.05,8,0
34000,2000,14.72,0.06,7,0
108000,12000,11.49,0.11,10,0
108000,27400,10.99,0.25,7,0
35000,2000,9.63,0.06,8,0
108000,5000,10.99,0.05,5,0
108000,11500,9.99,0.11,7,0
96000,3000,14.17,0.03,9,1
35040,2000,10.99,0.06,10,0
108000,10000,10.74,0.09,6,0
108000,13750,5.79,0.13,5,0
108000,10000,6.91,0.09,6,0
108000,10000,6.54,0.09,8,0
108000,7200,14.35,0.07,6,0
108000,3500,6.76,0.03,5,0
36000,2000,11.99,0.06,8,0
108000,5000,12.87,0.05,9,0
37000,2000,11.26,0.05,10,0
108000,20000,12.53,0.19,10,0
108000,11400,9.32,0.11,5,0
38000,2000,12.87,0.05,9,0
96000,15000,14.62,0.16,10,1
108000,20000,10.59,0.19,7,0
108041,5600,13.98,0.05,7,0
108202,9600,13.79,0.09,6,0
108717,16000,6.99,0.15,5,0
108928,17600,7.88,0.16,8,0
39000,2000,16.07,0.05,7,0
109000,3950,6.03,0.04,7,0
109000,15000,11.49,0.14,5,0
109000,15000,13.61,0.14,7,0
109000,18400,12.41,0.17,8,0
82450,7500,14.5,0.08,9,1
97000,8275,10.59,0.09,5,1
109200,6000,12.23,0.05,9,0
109200,8000,11.12,0.07,6,0
109488,12000,12.09,0.11,8,0
29000,2000,8.49,0.07,8,0
109800,10000,10.99,0.09,8,0
